track_name,artist_name,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,tempo,time_signature,duration_ms,source,lyrics,lyrics_missing,topic_number,topic_label,year,weeks_on_chart,chart_longevity
About Damn Time,Lizzo,836.0,743.0,"-6,305",0,10,0.0653,0.0974,0.0,335.0,"108,965",4,191938,spotify,"Anyway

It's bad bitch o'clock, yeah, it's thick-thirty
I've been through a lot, but I'm still flirty (Okay)
Is everybody back up in the buildin'?
It's been a minute, tell me how you're healin'
'Cause I'm about to get into my feelings
How you feelin'? How you feel right now?

Oh, I been so down and under pressure
I'm way too fine to be this stressed, yeah
Oh, I'm not the girl I was or used to be, uh
Bitch, I might be better

Turn up the music, turn down the lights
I got a feelin' I'm gon' be alright
Okay (Okay), alright
It's about damn time (Time)
Turn up the music, let's celebrate (Alright)
I got a feelin' I'm gon' be okay
Okay (Okay), alright
It's about damn time

In a minute, I'ma need a sentimental
Man or woman to pump me up
Feelin' fussy, walkin' in my Balenci-ussies
Tryna bring out the fabulous
'Cause I give a fuck way too much
I'ma need like two shots in my cup
Wanna get up, wanna get down
Mm, that's how I feel right now

Oh, I been so down and under pressure
I'm way too fine to be this stressed, yeah
Oh, I'm not the girl I was or used to be, uh
Bitch, I might be better

Turn up the music, turn down the lights
I got a feelin' I'm gon' be alright
Okay (Okay), alright
It's about damn time (Time)
Turn up the music, let's celebrate (Alright)
I got a feelin' I'm gon' be okay
Okay (Okay), alright
It's about damn time

Bitch
'Cause, uh, you know what time it is, uh
I'm comin' out tonight, I'm comin' out tonight (Uh-huh)
I'm comin' out tonight, I'm comin' out tonight (Woo)
I'm comin' out tonight, I'm comin' out tonight
Okay (
Okay
), alright (Alright)
It's about damn time
I'm comin' out tonight (Let's go), I'm comin' out tonight (Comin' out tonight)
I'm comin' out tonight, I'm comin' out tonight (Woo)
I'm comin' out tonight, I'm comin' out tonight (Comin' out tonight)
Okay (Okay), alright
It's about damn time (Oh)

Bitch
Yeah, yeah
It's about damn time",False,2.0,Boastful Rap Themes,2022,15,sustained
SNAP,Rosa Linn,565.0,636.0,"-8,198",1,0,0.0638,107.0,9.9e-06,447.0,170.01,4,179551,spotify,"It's 4 AM
I can't turn my head off
Wishing these memories would fade, they never do
Turns out people lie
They said, ""Just snap your fingers""
As if it was really that easy for me to get over you

I just need time

Snappin' one, two
Where are you?
You're still in my heart
Snappin' three, four
Don't need you here anymore
Get out of my heart
'Cause I might snap

I'm writin' a song
Said, ""This is the last one""
How many last songs are left? I'm losing count
Since June 22nd
My heart's been on fire
I've been spendin' my nights in the rain tryin' to put it out

So I'm snappin' one, two
Where are you?
You're still in my heart
Snappin' three, four
Don't need you here anymore
Get out of my heart
'Cause I might snap

Oh-woah
'Cause I might snap
Oh-woah

And if one more person says, ""You should get over it""
Oh, I might stop talkin' to people before I snap, snap, snap
Oh, I might stop talkin' to people before I snap

Snappin' one, two
Where are you? (Where are you?)
You're still in my heart (Still in my heart)
Snappin' three, four
Don't need you here anymore (Need you here anymore)
Get out of my heart

'Cause I might sna—, I might snap (Oh-woah)
'Cause I might sna—, I might snap (Oh-woah)
Get out of my heart, yeah, yeah, yeah, yeah, heart (Oh-woah)
'Cause I might snap (Oh-woah)
Get out of my heart, yeah
'Cause I might snap",False,2.0,Boastful Rap Themes,2022,5,brief
Late Night Talking,Harry Styles,714.0,728.0,"-4,595",1,10,0.0468,298.0,0.0,106.0,"114,996",4,177955,spotify,"Things haven't been quite the same
There's a haze on the horizon, babe
It's only been a couple of days and I miss you, mmm, yeah
When nothing really goes to plan
You stub your toe or break your camera
I'll do everything I can to help you through

If you're feeling down, I just wanna make you happier, baby
Wish I was around, I just wanna make you happier, baby

We've been doin' all this late-night talkin'
'Bout anything you want until the morning
Now you're in my life
I can't get you off my mind

I've never been a fan of change
But I'd follow you to any place
If it's Hollywood or Bishopsgate, I'm coming, too

If you're feeling down, I just wanna make you happier, baby
Wish I was around, I just wanna make you happiеr, baby

We've been doin' all this late-night talkin'
'Bout anything you want until thе morning
Now you're in my life
I can't get you off my mind

Can't get you off my mind
Can't get you off my mind (Can't get you off my mind)
I won't even try (I won't even try)
To get you off my mind (Get you off my mind)

We've been doin' all this late-night talkin'
'Bout anything you want until the morning
Now you're in my life
I can't get you off my mind

Can't get you off my mind (All this late-night talking)
Can't get you off my mind (All this late-night talking)
I won't even try (All this late-night talking)
Can't get you off my— (All this late-night talking)",False,2.0,Boastful Rap Themes,2022,12,sustained
Until I Found You,Stephen Sanchez,539.0,508.0,-6.05,1,10,0.0288,727.0,0.0,174.0,"101,358",3,177720,spotify,"Georgia, wrap me up in all your
I want ya in my arms
Oh, let me hold ya
I'll never let you go again like I did
Oh, I used to say

I would never fall in love again until I found her
I said I would never fall, unless it's you I fall into
I was lost within the darkness, but then I found her
I found you

Georgia pulled me in
I asked to love her once again
You fell, I caught ya
I'll never let you go again like I did
Oh, I used to say

I would never fall in love again until I found her
I said I would never fall unless it's you I fall into
I was lost within the darkness, but then I found her
I found you


I would never fall in love again until I found her
I said I would never fall unless it's you I fall into
I was lost within the darkness, but then I found her
I found you",False,1.0,Desire & Emotions,2022,14,sustained
First Class,Jack Harlow,902.0,582.0,"-5,902",0,5,109.0,111.0,3.18e-06,111.0,"107,005",4,173948,spotify,"Mm
[Chorus: Jack Harlow & 
Fergie
]
I been a (
G
), throw up the (
L
), sex in the (
A.M.
), uh-huh
(
O-R-O-U-S, yeah
)
And I can put you in (
First class, up in the sky
)
I can put you in (
First class, up in the s—, up-up in the s—
)
I been a (
G
), throw up the (
L
), sex in the (
A.M.
), uh-huh
(
O-R-O-U-S, yeah
)
And I can put you in (
First class, up in the sky
), mm, mm
I can put you in (
First class, up in
 the s—, up-up in the s—
)

I can see the whole city from this balcony
Back in 2019, I was outside freely, but now they got it out for me
I don't care what frat that you was in, you can't alpha me, keep dreamin'
Pineapple juice, I give her sweet, sweet, sweet semen
I know what they like so I just keep cheesin'
Hard drive full of heat seekin'
Tryna come the same day as Jack? Rethink it
You don't need Givenchy, you need Jesus
Why do y'all sleep on me? I need reasons
Uh, I got plaques in thе mail, peak season
Shout out to my UPS workers makin' surе I receive 'em
You can do it too, believe it
[Chorus: Jack Harlow & 
Fergie
]
I been a (
G
), throw up the (
L
), sex in the (
A.M.
), uh-huh
(
O-R-O-U-S, yeah
)
And I can put you in (
First class, up in the sky
), mm, mm
I can put you in (
First class, up in the s—, up-up in the s—
)

(
Are you ready?
) Ha, yes, I am
They say, ""You a superstar now,"" damn, I guess I am
You might be the man, well, that's unless I am
Okay, I'll confess I am
Go ahead and get undressed, I am
Okay, cool, you on Sunset? (I am)
I'm 'bout to slide, okay, I'm outside, okay
This lifestyle don't got many downsides
'Cept for the lack of time I get 'round my
Family, makin' sure they never downsize
I got visions of my mom sayin', ""Wait, this house mine?""
Can't lie, I'm on Angus, Cloud 9
I got 'em on the bandwagon now, 'bout time
I ain't even got no downtime
Every time I speak, she say, ""Yeah, that sounds fine""
[Chorus: Jack Harlow & 
Fergie
]
I been a (
G
), throw up the (
L
), sex in the (
A.M.
), uh-huh
(
O-R-O-U-S, yeah
)
And I can put you in (
First class, up in the sky
)
I can put you in (
First class, up in the s—, up-up in the s—
)
I been a (
G
), throw up the (
L
), sex in the (
A.M.
), uh-huh
(
O-R-O-U-S, yeah
)
And I can put you in (
First class, up in the sky
), mm, mm
I can put you in (
First class
)",False,0.0,Love & Life Themes,2022,18,sustained
Betty (Get Money),Yung Gravy,723.0,772.0,"-6,784",1,1,0.0792,0.00524,1.15e-05,367.0,"102,004",4,146471,spotify,"[Intro: Yung Gravy & 
Nick Seeley
]
Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
I'll never let you down, baby
(It's Dwilly and Yung Gravy)
Uh, ayy

With your baby mama at the crib, I blow her back out
Shawty Filipino and she call me Manny Pacquiao
Alley Oop without the hoop, they call me Jerry Stackhouse
Dazin' out in public, but your mama made me snap out
'Fore I get the dough, I got the morning routine
Wake up bright and early to some brand new cream
Floss three times, baby, I'm so clean
Gravy got cheese, now, that's poutine (Woah, baby)
Gravy coming hot like I'm hoppin' off the griddle
Pull up on thе kid if you're tryna get belittlеd
All the mamas love me, now I think I'm peanut brittle
Flex the rainbow, bag it like some Skittles

Gravy, why you out of pocket? (Out of pocket)
Stop it (
No, no
)
I'm gettin' money, Gravy Crockett
Drop it

Never take an L no more
Never take a damn thing slow
All I know is chase this dough and get money (Get the money, get the money)
Never gonna take no loss
Never gonna lose my sauce
All I know is chase this (
Woah
), and get money (Gettin' money, gettin' money, gettin' money)

Get money
Probably
 into the early 
morning
Or get money
Yeah, I live the fast life (Woah)

Yeah, you know I live the fast life
I don't got a type, baby, I'm the cash type
Still gettin' dividends from a past life
I get your daddy's net worth on a bad night
'Cause I act right
Yeah, I'm rockin' Rick, clappin' Astleys like the 80s
Never give it up until the reaper come and slay me
Pull up with a Zelda and a Peach and a Daisy
I be dirty dancin', now they yellin' ""Gravy Swayze""

Damn, Gravy, you so vicious (Ooh)
You so clean and so delicious (So delicious)
How come you ain't got no missus?
Count that paper, count them riches

Never take an L no more
Never take a damn thing slow
All I know is chase this dough and get money (Get the money, get the money)
Never gonna take no loss
Never gonna lose my sauce
All I know is chase this (
Woah
), and get money (Gettin' money, gettin' money, gettin' money)

Get money
Get money, Gravy, get money
I get money, woah
Get money
Get money, Gravy, get money
I get money, woah
(Disco weapon)",False,3.0,Party & Nightlife,2022,5,brief
Afraid To Feel,LF SYSTEM,578.0,912.0,"-3,929",1,1,114.0,0.0166,0.00362,273.0,127.87,4,177525,spotify,"Oh, you see the flames of burnin' passion
When I look in your eyes, yes, yes, oh, yes
Are you afraid to feel what you know is real, ah
Like any other guy?

Oh, playin' on—, the flames of burnin' passion
When I look in your eyes, yes, yes, oh, yes
Are you afraid to feel what you know is real, ah
Like any other guy?
I know you see the flames of burnin' passion
When I look in your eyes, yes, yes, oh, yes
Are you afraid to feel what you know is real, ah
Like any other guy?
Oh, playin' on my heart will get you nothing
You got to come on inside
My heart's an open door, who could ask for more?
Come on in for a ride

Can't stop (Can't stop)
What I'm doin' (What I'm doin'), what I'm doin' to you
Can't stop
Turnin' you on

Oh, you see the flames of burnin' passion
When I look in your eyes, yes, yes, oh, yes
Are you afraid to feel what you know is real, ah
Like any other guy?
Oh, playin' on my heart will get you nothing
You got to come on inside
My heart's an open door, who could ask for more?
Come on in for a ride

Can't stop (Can't stop)
What I'm doin' (What I'm doin'), what I'm doin' to you
Can't stop
Turnin' you on
Can't stop (Can't stop)
What I'm doin' (What I'm doin'), what I'm doin' to you
Can't stop
Turnin' you on

Oh, you see the flames of burnin' passion
When I look in your eyes, yes, yes, oh, yes
Are you afraid to feel what you know is real, ah
Like any other guy?
Oh, playin' on my heart will get you nothing
You got to come on inside
My heart's an open door, who could ask for more?
Come on in for a ride

Can't stop (Can't stop)
What I'm doin' (What I'm doin'), what I'm doin' to you
Can't stop
Turnin' you on",False,3.0,Party & Nightlife,2022,5,brief
House of Memories,Panic! At The Disco,506.0,817.0,"-5,051",0,11,0.0335,0.00272,0.0,0.0486,"109,952",4,208707,spotify,"Oh, whoa-oh-oh-oh, oh-oh-oh-oh-oh
Whoa-oh-oh-oh, oh-oh-oh-oh-oh

If you're a lover, you should know
The lonely moments just get lonelier
The longer you're in love than if you were alone
Memories turn into daydreams, become a taboo
I don't want to be afraid, the deeper that I go
It takes my breath away, soft hearts, electric souls
Heart to heart and eyes to eyes, is this taboo?

Baby, we built this house on memories
Take my picture now, shake it 'til you see it
And when your fantasies become your legacy
Promise me a place, in your house of memories

Oh, whoa-oh-oh-oh, oh-oh-oh-oh-oh
Whoa-oh-oh-oh, oh-oh-oh-oh-oh

I think of you from time to time more than I thought I would
You were just too kind and I was too young to know
That's all that really matters, I was a fool

Baby, we built this house on memories
Take my picture now, shake it 'til you see it
And when your fantasies become your legacy
Promise me a place in your house of memories

Oh, whoa-oh-oh-oh, oh-oh-oh-oh-oh
Whoa-oh-oh-oh, oh-oh-oh-oh-oh

Those thoughts of past lovers, they'll always haunt me
I wish I could believe you'd never wrong me
Then will you remember me in the same way as I remember you?

Baby, we built this house on memories
Take my picture now, shake it 'til you see it
And when your fantasies become your legacy
Promise me a place
Baby, we built this house on memories
Take my picture now, shake it 'til you see it
And when your fantasies become your legacy
Promise me a place in your house of memories

(Oh, whoa-oh-oh-oh, oh-oh-oh-oh-oh)
(Whoa-oh-oh-oh)
In your house of memories (Oh-oh-oh-oh-oh)
(Oh, whoa-oh-oh-oh, oh-oh-oh-oh-oh)
(Whoa-oh-oh-oh)
Promise me a place (Oh-oh-oh-oh-oh)",False,1.0,Desire & Emotions,2022,16,sustained
I Hate U,SZA,535.0,388.0,"-9,805",0,7,155.0,507.0,0.0,0.11,"106,703",5,174000,spotify,"I be so sick of you niggas, y'all contradicting
I be so bored with myself, can you come and fuck me?
I feel so ordinary, sad when you around me
Treat me like corduroy, wear me out
Arguments, you air me out
Tripping 'bout your whereabouts
I can't keep no conflict with you, boy, can we just rub it out?
I don't want no static with you, you know you my plug
And I can't shake this habit, no

I've been up, baby
Heavy reminiscin'
Heavy on the missing you
Wish it was different than what it was (Oh, no)
I've been up, baby
Lost in the lie of us
Lost, ain't no findin' us
I've been up, baby

And if you wonder if I hate you (I do)
Shitty of you to make me feel just like this
What I would do to make you feel just like this
And if you wondered if I hate you (Fuck you)
Shitty of you to make me feel just likе this
What I would do to make you feel just like this

Used to bе too solid 'til you scrambled me
Used to be your rider, you mishandle me
Used to be nonviolent 'til you ambushed me
Now I'm out here wildin' with you
Now I'm out here, silent treatment, that mean no permission (No)
Missionary gettin' boring, can you switch positions? (Yeah)
Hard to save your soul, you don't ever listen, no (No)

I've been up, baby
Heavy reminiscin'
Heavy on the missing you
Wish it was different than what it was (Oh, no)
I've been up, baby
Lost in the lie of us
Lost, ain't no findin' us
I've been up, baby

And if you wonder if I hate you (I do)
Shitty of you to make me feel just like this
What I would do to make you feel just like this
And if you wondered if I hate you (Fuck you)
Shitty of you to make me feel just like this
What I would do to make you feel just like this",False,0.0,Love & Life Themes,2022,7,brief
I AM WOMAN,Emmy Meli,646.0,471.0,"-9,247",1,10,157.0,122.0,0.0,125.0,"170,084",4,232813,spotify,"I am woman, I am fearless
I am sexy, I'm divine
I'm unbeatable, I'm creative
Honey, you can get in line
I am feminine, I am masculine
I am anything I want
I can teach you, I can love you
If you got it goin' on

If you got it, got it, got it, got it, got it, got it
If you got it, got it, got it, got it, got it goin' on
Got it, got it, got it, got it, got it, got it
If you got it, got it, got it, got it, got it goin' on
Got it goin' on, ya
(Got it, got it, got it, got it, got it goin' on)
(Got it, got it, got it, got it, got it goin' on)

I am classy, I am modern
I live by my own design
I am cherry, I am lemon
I'm the sweetest key lime pie
I'm electric, I am bass
I'm the beat of my own drum
I can make your goosebumps raise
With the tracing of my thumb

Only love can get inside me
I move in my own timing
Voice of the future, speak to me kindly
Ask for what I want and somehow it find me

Somehow it find me
Somehow it find me
Yeah, hey, hey

I am woman, I am fearless
I am sexy, I am divine
I'm unbeatable, I'm creative
Honey, you can get in line
I am feminine, I am masculine
I am anything I want
I can teach you, I can love you
If you got it goin' on

If you got it, got it, got it, got it, got it, got it
If you got it, got it, got it, got it, got it goin' on
Got it, got it, got it, got it, got it, got it
If you got it, got it, got it, got it, got it goin' on
Got it goin' on, ya
(Got it, got it, got it, got it, got it goin' on)
(Got it, got it, got it, got it, got it goin' on, yeah-yeah)

Hear no evil, speak no evil
I am not the one to cross
They can talk their shit about you
Long as you know that it's false
I am earthly, I am heaven
I am what I like to be
When I ask for what I want

Somehow it find me (Find me, find me, find me)
(I'm divine, I'm divine, I'm divine, I'm divine, I'm divine)
Somehow it find me (Find me, find me, find me)
(I'm divine, I'm divine, I'm divine, I'm divine, I'm divine)
Hey, hey

I am woman, I am fearless
I am sexy, I'm divine
I'm unbeatable, I'm creative
Honey, you can get in line
I am feminine, I am masculine
I am anything I want
I can teach you, I can love you
If you got it goin' on

If you got it, got it, got it, got it
Got it, got it, got it goin' on
Got it goin' on
Got it goin' on
Got it goin' on",False,4.0,Relationship Conflict,2022,8,brief
Life Goes On,Oliver Tree,0.7,0.49,"-5,187",1,0,76.0,186.0,0.0,117.0,"79,982",4,161803,spotify,"Babe, you're too controlling
I’ma feed you to the wolves
When you get nasty, back at me
But, baby, don't distract me
I'm a goner, I lost her
Like why the hell you wanna
Play me that way? You’re bad, babe
You double-faced entendre

Life goes on and on and on and on and on and
On and on and on
On and on and on and on and on and
On and on and on
On and on and on and on and on and
On and on and on
On and on and on and on and on and
On and on and on

Babe, you best believe it
I'ma rip you up to pieces
I'm a lover, not a fighter
But I'll light this place on fire
I want it, I'm on it
But, babe, at least I'm honest
I get tired of explaining
As these seasons keep on changing

Life goes on and on and on and on and on and
On and on and on (Yeah, yeah, yeah, yeah)
On and on and on and on and on and
On and on and on (Yeah, yeah, yeah, yeah)
On and on and on and on and on and
On and on and on (Yeah, yeah, yeah, yeah)
On and on and on and on and on and
On and on and on (Yeah, yeah, yeah)

Work all day and then I wake up
Work all day and then I wake up
Work all day and then I wake up
Work all day (Yeah, yeah, yeah)
Work all day and then I wake up
Work all day and then I wake up
Work all day and then I wake up
Work all day

(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah)
No!",False,7.0,Nostalgia & Reflection,2022,20,sustained
The Business,Tiësto,798.0,0.62,"-7,079",0,8,232.0,414.0,0.0192,112.0,"120,031",4,164000,spotify,"Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business

Mama, please don't worry 'bout me
'Cause I'm about to let my heart speak
My friends keep telling me to leave this
So let's get down, let's get down to business

Let's get down, let's get down to business
Give you onе more night, one more night to gеt this
We've had a million, million nights just like this
So let's get down, let's get down to business
Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business, yeah

Back and forth, back and forth with the bullshit
I know I said it before, I don't mean it
It's been a while since I had your attention
So it might hurt to hear this

(Ooh, yeah, yeah)
Dreams we have don't ever fall away
We can't live 'em if we stay the same
And I can't do this for another day
So let's get down, let's get down to business

Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business
Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business, yeah

Ooh, yeah, yeah",False,0.0,Love & Life Themes,2021,18,sustained
The Business,Tiësto,798.0,0.62,"-7,079",0,8,232.0,414.0,0.0192,112.0,"120,031",4,164000,spotify,"Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business

Mama, please don't worry 'bout me
'Cause I'm about to let my heart speak
My friends keep telling me to leave this
So let's get down, let's get down to business

Let's get down, let's get down to business
Give you onе more night, one more night to gеt this
We've had a million, million nights just like this
So let's get down, let's get down to business
Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business, yeah

Back and forth, back and forth with the bullshit
I know I said it before, I don't mean it
It's been a while since I had your attention
So it might hurt to hear this

(Ooh, yeah, yeah)
Dreams we have don't ever fall away
We can't live 'em if we stay the same
And I can't do this for another day
So let's get down, let's get down to business

Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business
Let's get down, let's get down to business
Give you one more night, one more night to get this
We've had a million, million nights just like this
So let's get down, let's get down to business, yeah

Ooh, yeah, yeah",False,0.0,Love & Life Themes,2022,64,sustained
Astronaut In The Ocean,Masked Wolf,778.0,695.0,"-6,865",0,4,0.0913,175.0,0.0,0.15,"149,996",4,132780,spotify,"Astronaut

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean

She say that I'm cool (Damn straight)
I'm like, ""Yeah, that's true"" (That's true)
I believe in G-O-D (Ayy)
Don't believe in T-H-O-T
She keep playing me dumb, uh (Play me)
I'ma play her for fun (Uh-huh)
Y'all don't really know my mental
Let me give you the picture like stencil
Fallin' out in a drought
No flow, rain wasn't pourin' down (Pourin' down)
See, that pain was all around
See, my mode was kinda lounged
Didn't know which, which way to turn
Flow was cool, but I still felt burnt
Energy up, you can feel my surge
I'ma kill everything like this purge (Ayy)

Let's just get this straight for a second, I'ma work (Yuh)
Even if I don't get paid for progression, I'ma get it (Uh, get it)
Everything that I do is electric (Ayy)
I'ma keep it in a motion, keep it movin' like kinetic, ayy (Yeah, yeah, yeah, yeah, yeah)

Put this shit in a frame, better know I don't blame
Everything that I say, man, I seen you deflate
Let me elevate, this ain't a prank
Have you walkin' on a plank, li-li-li-li-like
Both hands together, God, let me pray (Now let me pray), uh
I've been goin' right, right around, call that relay (Masked Wolf)
Pass the baton, back and I'm on
Swimmin' in the pool, Kendrick Lamar, uh (Ayy)
Want a piece of this, a piece of mine, my peace a sign
Can you please read between the lines?
My rhyme's inclined to break your spine (Spine)
They say that I'm so fine (Fine)
You could never match my grind (True)
Please do not, not waste my time (Wolf)

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean",False,0.0,Love & Life Themes,2021,7,brief
Astronaut In The Ocean,Masked Wolf,778.0,695.0,"-6,865",0,4,0.0913,175.0,0.0,0.15,"149,996",4,132780,spotify,"Astronaut

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean

She say that I'm cool (Damn straight)
I'm like, ""Yeah, that's true"" (That's true)
I believe in G-O-D (Ayy)
Don't believe in T-H-O-T
She keep playing me dumb, uh (Play me)
I'ma play her for fun (Uh-huh)
Y'all don't really know my mental
Let me give you the picture like stencil
Fallin' out in a drought
No flow, rain wasn't pourin' down (Pourin' down)
See, that pain was all around
See, my mode was kinda lounged
Didn't know which, which way to turn
Flow was cool, but I still felt burnt
Energy up, you can feel my surge
I'ma kill everything like this purge (Ayy)

Let's just get this straight for a second, I'ma work (Yuh)
Even if I don't get paid for progression, I'ma get it (Uh, get it)
Everything that I do is electric (Ayy)
I'ma keep it in a motion, keep it movin' like kinetic, ayy (Yeah, yeah, yeah, yeah, yeah)

Put this shit in a frame, better know I don't blame
Everything that I say, man, I seen you deflate
Let me elevate, this ain't a prank
Have you walkin' on a plank, li-li-li-li-like
Both hands together, God, let me pray (Now let me pray), uh
I've been goin' right, right around, call that relay (Masked Wolf)
Pass the baton, back and I'm on
Swimmin' in the pool, Kendrick Lamar, uh (Ayy)
Want a piece of this, a piece of mine, my peace a sign
Can you please read between the lines?
My rhyme's inclined to break your spine (Spine)
They say that I'm so fine (Fine)
You could never match my grind (True)
Please do not, not waste my time (Wolf)

What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean",False,0.0,Love & Life Themes,2022,53,sustained
Heartbreak Anniversary,Giveon,449.0,465.0,"-8,964",1,0,0.0791,524.0,1.02e-06,303.0,"89,087",3,198371,spotify,"Ooh

Balloons are deflated
Guess they look lifeless like me
We miss you on your side of the bed, mmm
Still got your things here
And they stare at me like souvenirs
Don't wanna let you out my head

Just like the day that I met you, the day I thought forever
Said that you love me, but that'll last for never
It's cold outside like when you walked out my life
Why you walk out my life?

I get like this every time
On these days that feel like you and me
Heartbreak anniversary
'Cause I remember every time
On these days that feel like you and me
Heartbreak anniversary, do you ever think of me?
(Oh-ooh) No
(Ooh) No, no, no
(Ooh, ooh) Ooh, nah (Ooh)

I'm buildin' my hopes up
Like presents unopened 'til this day
I still see the messages you read, mmm
I'm foolishly patient (Foolishly patient)
Can't get past the taste of your lips (Taste of your lips)
Don't wanna let you out my head

Just like the day that I met you, the day I thought forever
Said that you love me but that'll last for never
It's cold outside like when you walked out my life
Why you walk out my life? (My life)

I get like this every time
On these days that feel like you and me
Heartbreak anniversary
'Cause I remember every time
On these days that feel like you and me
Heartbreak anniversary, do you ever think of me?
(Oh-ooh) Of me
(Ooh) 'Cause I think of you, think of you
(Ooh, ooh, ooh-ooh)",False,4.0,Relationship Conflict,2021,3,brief
RAPSTAR,Polo G,789.0,536.0,"-6,862",1,6,242.0,0.41,0.0,129.0,"81,039",4,165926,spotify,"(
Shout out my nigga Synco
)

Uh (
Tuned up
), copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished

Uh, I won't love a ho, after we fuck, she can't get near me
Only bitch I give a conversation to is Siri
My pants Amiri, yes, I'm winnin', clearly
I'm the chosen one, seen my potential, so they fear me
Lately I've been prayin', God, I wonder, can You hear me?
Thinkin' 'bout the old me, I swear I miss you dearly
Stay down 'til you come up, I've been stickin' to that theory
Every day a battle, I'm exhausted and I'm weary
Make sure I smile in public, when alone, my eyes teary
I fought through it all, but that shit hurt me severely
I've been gettin' high to hide behind my insecurities
Takin' different pills, but I know it ain't gon'—

Uh, copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it (Uh, uh)
And we might have a child when I'm finished

They say I'm Pac rebirth, never put out a weak verse
Homicides when we lurk, I'ma step 'til my feet hurt
Been puttin' them streets first
White tees turned burgundy t-shirts
Lookin' for somethin' real, he stuck in a deep search
Anxiety killin' me, I just want to leave Earth
When they ask if I'm okay, it just make everything seem worse
Try and explain your feelings, sound like something you rehearsed
Stabbed me in my back with a clean smirk
Lookin' so deep into your eyes, I can read your thoughts, so
Shut the fuck—, I mean, please don't talk
I done been through too much and I don't need another loss
Put that on every war scar for every battle I fought

Uh, copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished

When I'm finished, when I'm finished",False,4.0,Relationship Conflict,2022,40,sustained
