track_name,artist_name,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,tempo,time_signature,duration_ms,source,lyrics,lyrics_missing,topic_number,topic_label,community,label_short,label_long,category,community_simplified,label_short_simplified,label_long_simplified,category_simplified,track_type,is_cross,year,weeks_on_chart,chart_longevity
I AM WOMAN,Emmy Meli,646.0,471.0,-9.247,1,10,157.0,122.0,0.0,125.0,170.084,4,232813,spotify,"I am woman, I am fearless
I am sexy, I'm divine
I'm unbeatable, I'm creative
Honey, you can get in line
I am feminine, I am masculine
I am anything I want
I can teach you, I can love you
If you got it goin' on

If you got it, got it, got it, got it, got it, got it
If you got it, got it, got it, got it, got it goin' on
Got it, got it, got it, got it, got it, got it
If you got it, got it, got it, got it, got it goin' on
Got it goin' on, ya
(Got it, got it, got it, got it, got it goin' on)
(Got it, got it, got it, got it, got it goin' on)

I am classy, I am modern
I live by my own design
I am cherry, I am lemon
I'm the sweetest key lime pie
I'm electric, I am bass
I'm the beat of my own drum
I can make your goosebumps raise
With the tracing of my thumb

Only love can get inside me
I move in my own timing
Voice of the future, speak to me kindly
Ask for what I want and somehow it find me

Somehow it find me
Somehow it find me
Yeah, hey, hey

I am woman, I am fearless
I am sexy, I am divine
I'm unbeatable, I'm creative
Honey, you can get in line
I am feminine, I am masculine
I am anything I want
I can teach you, I can love you
If you got it goin' on

If you got it, got it, got it, got it, got it, got it
If you got it, got it, got it, got it, got it goin' on
Got it, got it, got it, got it, got it, got it
If you got it, got it, got it, got it, got it goin' on
Got it goin' on, ya
(Got it, got it, got it, got it, got it goin' on)
(Got it, got it, got it, got it, got it goin' on, yeah-yeah)

Hear no evil, speak no evil
I am not the one to cross
They can talk their shit about you
Long as you know that it's false
I am earthly, I am heaven
I am what I like to be
When I ask for what I want

Somehow it find me (Find me, find me, find me)
(I'm divine, I'm divine, I'm divine, I'm divine, I'm divine)
Somehow it find me (Find me, find me, find me)
(I'm divine, I'm divine, I'm divine, I'm divine, I'm divine)
Hey, hey

I am woman, I am fearless
I am sexy, I'm divine
I'm unbeatable, I'm creative
Honey, you can get in line
I am feminine, I am masculine
I am anything I want
I can teach you, I can love you
If you got it goin' on

If you got it, got it, got it, got it
Got it, got it, got it goin' on
Got it goin' on
Got it goin' on
Got it goin' on",False,4.0,Relationship Conflict,50,,,,Other,Other,Other,Other,spotify,False,2022.0,8.0,sustained
Gasoline,The Weeknd,728.0,741.0,-7.075,0,6,0.0473,0.000582,0.00206,0.33,123.006,4,212166,spotify,"It's 5 AM my time again
I've soaken up the moon, can't sleep
It's 5 AM my time again
I'm calling and you know it's me
I'm pushin' myself further
I'm just tryin' to feel my heartbeat beat (Beat)
I wrap my hands around your neck
You love it when I always squeeze
It's 5 AM, I'm high again
And you can see that I'm in pain (Ooh, ooh)
I've fallen into emptiness
I want you 'cause we're both insane
I'm staring into the abyss
I'm lookin' at myself again
I'm dozing off to R.E.M
.
I'm trying not to lose my faith

And I love it when you watch me sleep
You spin me 'round so I can breathe
It's only safe for you and me
I know you won't let me OD
And if I finally die in peace
Just wrap my body in these sheets (Sheets)
And pour out thе gasoline
It don't mean much to me

It's 5 AM, I'm nihilist
I know thеre's nothing after this (After this)
Obsessing over aftermaths
Apocalypse and hopelessness (Hopelessness)
The only thing I understand
Is zero sum of tenderness (Tenderness)
Oh, baby, please, just hold me close
Make me believe there's more to live

Around, around, around, around we go
In this game called life, we are not free

And I love it when you watch me sleep
You spin me 'round so I can breathe
It's only safe for you and me (Don't let me go)
I know you won't let me OD (Don't you let me go)
And if I finally die in peace (Oh yeah)
Just wrap my body in these sheets
And pour out the gasoline
It don't mean much to me",False,0.0,Love & Life Themes,4,Romantic Ballads,"Slow, emotional ballads about love and longing.",Pop / Ballad,4,Romantic Ballads,"Slow, emotional ballads about love and longing.",Pop / Ballad,spotify,False,2022.0,2.0,brief
How Do I Make You Love Me?,The Weeknd,805.0,498.0,-7.927,0,7,0.0737,0.0203,2.37e-05,85.0,121.006,4,214215,spotify,"We're goin' back in time
I'd like to see you try
Unpackin' thoughts through tunnels in your mind
I'll fix you mushroom tea
And cross the restless sea
Release yourself to escape reality

It doesn't faze you
I need a breakthrough
I only want what's right in front of me
It's quite unusual
Seekin' approval
Beggin' for it desperately
I said

How do I make you love me?
How do I make you fall for me?
How do I make you want me
And make it last eternally?
How do I make you love me? (Ooh, ah)
How do I make you fall for me?
How do I make you want me (Ooh, ah)
And make it last eternally?

I can see the real you, girl
You don't have to hide
Forget 'bout what your daddy said
I'll teach you how to shine
And all the things you tolerated
Made you cold inside
But I can light you up again
Like embers of a fire

It doesn't faze you
I need a breakthrough
I only want what's right in front of me
It's quite unusual
Seekin' approval
Beggin' for it desperately
I said

How do I make you love me? (Make you love me)
How do I make you fall for me? (How do I make you fall?)
How do I make you want me
And make it last eternally?
How do I make you love me? (Ooh, ah)
How do I make you fall for me?
How do I make you want me (Ooh, ah)
And make it last eternally?",False,3.0,Party & Nightlife,4,Romantic Ballads,"Slow, emotional ballads about love and longing.",Pop / Ballad,4,Romantic Ballads,"Slow, emotional ballads about love and longing.",Pop / Ballad,spotify,False,2022.0,2.0,brief
Less Than Zero,The Weeknd,535.0,791.0,-5.55,1,0,0.0327,0.00096,0.000155,0.0788,142.981,4,211814,spotify,"Remember I was your hero, yeah
I'd wear your heart like a symbol
I couldn't save you from my darkest truth of all
I know
I'll always be less than zero
Oh, yeah
You tried your best with me, I know
I couldn't face you with my darkest truth of all
Oh

'Cause I can't get it out of my head
No, I can't shake this feeling that crawls in my bed
I try to hide it, but I know you know me
I try to fight it, but I'd rather be free
Oh

Oh yeah
Can we meet in the middle?
Oh yeah
'Cause you were just like me before
Now you'd rather leavе me
Than to watch me die in your arms, oh

But I can't gеt it out of my head
No, I can't shake this feeling that crawls in my bed
I try to hide it, but I know you know me
I try to fight it, but I'd rather be free
Oh woah, oh

(I can't get it out of my head)
(No, I can't shake this feeling that crawls in my bed)
(I try, I try)
(I try, I try)

I can't get it out of my head
No, I can't shake this feeling that crawls in my bed
I try to hide it, but I know you know me (Know you know me)
I try to fight it, but I'd rather be free

Yeah
I'll always be less than zero
You tried your best with me, I know",False,10.0,Explicit lyrics / Conflict,5,Soft Pop / Love,Gentle pop love songs with occasional Spanish crossover.,Pop,5,Soft Pop / Love,Gentle pop love songs with occasional Spanish crossover.,Pop,spotify,False,2022.0,2.0,brief
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",627.0,618.0,-8.529,1,2,0.0437,0.0558,0.0,351.0,82.03,4,197443,spotify,"Wait a minute, this love started out so tender, so sweet
But now she got me smokin' out the window
Mm, mm, mm

Must've spent thirty-five, forty-five thousand up in Tiffany's (Oh no)
Got her badass kids runnin' 'round my whole crib
Like it's Chuck E. Cheese (Woah, woah)
Put me in a jam with her ex-man in the UFC
Can't believe it (Can't believe it)
I'm in disbelief

This bitch got me payin' her rent, payin' for trips
Diamonds on her neck, diamonds on her wrists
And here I am all alone (All alone)
I'm so cold, I'm so cold
You got me out here

Smokin' out the window (Smokin' out the window)
Singin', ""How could she do this to me?""
(How could she do this to me?)
Oh, I thought that girl belonged to only me (Mmm)
But I was wrong
'Cause she belong
To everybody, everybody, ooh

Just the other night, she was grippin' on me tight
Screamin', ""Hercules"" (Hercules, Hercules)
Got me in the club lookin' for a new love
Someone help me, please (Help me, please, help me, please)
Baby, why you doin' this? Why you doin' this to me, girl?
Not to be dramatic, but I wanna die

This bitch got me payin' her rent, payin' for trips
Diamonds on her neck, diamonds on her wrists
And here I am all alone (All alone)
I'm so cold, I'm so cold
You got me out here

Smokin' out the window (
Smokin' out the window of the Benzo, the Benzo
)
Singin', ""How could she do this to me?"" (How? How could she do this?)
Oh, I thought that girl belonged to only me (One thing's for sure, one thing's for sure)
But I was wrong (I was wrong)
'Cause she belong (She belong)
To everybody, everybody (Yeah, she belong to everybody)
(That girl, yes, she belong to everybody) Ooh

(Oh no)
Look here, baby, I hope you find whatever it is that you need
But I also hope that your triflin' ass is walkin' 'round barefoot in these streets
Look out

Girl, it breaks my heart that you ain't right here with me
Now I gotta give you back (Gotta give you back)
To the city, oh, you got me

Smokin' out the window (Ooh)
Singin', ""How could she do this to me?"" (How could you?)
(How could you do this, baby?)
Oh, I thought that girl belonged to only me (Woo-hoo, ooh-hoo-hoo)
But I was wrong (I was wrong)
'Cause she belong (She belong)
To everybody, everybody (Yeah, she belong to everybody)
(Yeah, yeah, she belong to everybody) Ooh",False,0.0,Love & Life Themes,14,Emo Rap / Melodic Hip-Hop,Emotional rap with melodic elements and relationship themes.,Rap / Trap,14,Emo Rap / Melodic Hip-Hop,Emotional rap with melodic elements and relationship themes.,Rap / Trap,spotify,False,2021.0,1.0,sustained
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",627.0,618.0,-8.529,1,2,0.0437,0.0558,0.0,351.0,82.03,4,197443,spotify,"Wait a minute, this love started out so tender, so sweet
But now she got me smokin' out the window
Mm, mm, mm

Must've spent thirty-five, forty-five thousand up in Tiffany's (Oh no)
Got her badass kids runnin' 'round my whole crib
Like it's Chuck E. Cheese (Woah, woah)
Put me in a jam with her ex-man in the UFC
Can't believe it (Can't believe it)
I'm in disbelief

This bitch got me payin' her rent, payin' for trips
Diamonds on her neck, diamonds on her wrists
And here I am all alone (All alone)
I'm so cold, I'm so cold
You got me out here

Smokin' out the window (Smokin' out the window)
Singin', ""How could she do this to me?""
(How could she do this to me?)
Oh, I thought that girl belonged to only me (Mmm)
But I was wrong
'Cause she belong
To everybody, everybody, ooh

Just the other night, she was grippin' on me tight
Screamin', ""Hercules"" (Hercules, Hercules)
Got me in the club lookin' for a new love
Someone help me, please (Help me, please, help me, please)
Baby, why you doin' this? Why you doin' this to me, girl?
Not to be dramatic, but I wanna die

This bitch got me payin' her rent, payin' for trips
Diamonds on her neck, diamonds on her wrists
And here I am all alone (All alone)
I'm so cold, I'm so cold
You got me out here

Smokin' out the window (
Smokin' out the window of the Benzo, the Benzo
)
Singin', ""How could she do this to me?"" (How? How could she do this?)
Oh, I thought that girl belonged to only me (One thing's for sure, one thing's for sure)
But I was wrong (I was wrong)
'Cause she belong (She belong)
To everybody, everybody (Yeah, she belong to everybody)
(That girl, yes, she belong to everybody) Ooh

(Oh no)
Look here, baby, I hope you find whatever it is that you need
But I also hope that your triflin' ass is walkin' 'round barefoot in these streets
Look out

Girl, it breaks my heart that you ain't right here with me
Now I gotta give you back (Gotta give you back)
To the city, oh, you got me

Smokin' out the window (Ooh)
Singin', ""How could she do this to me?"" (How could you?)
(How could you do this, baby?)
Oh, I thought that girl belonged to only me (Woo-hoo, ooh-hoo-hoo)
But I was wrong (I was wrong)
'Cause she belong (She belong)
To everybody, everybody (Yeah, she belong to everybody)
(Yeah, yeah, she belong to everybody) Ooh",False,0.0,Love & Life Themes,14,Emo Rap / Melodic Hip-Hop,Emotional rap with melodic elements and relationship themes.,Rap / Trap,14,Emo Rap / Melodic Hip-Hop,Emotional rap with melodic elements and relationship themes.,Rap / Trap,spotify,False,2022.0,11.0,sustained
P power (feat. Drake),"Gunna, Drake",828.0,591.0,-6.217,1,1,109.0,0.0199,0.000323,361.0,119.251,4,193347,spotify,"(Si el joven Metro no confía en ti, te dispararé)

Ella quiere volverse viral (Viral), seguir follando durante horas (Horas)
Esa vagina tiene poder, esa vagina tiene poder
Ella se mojó en la ducha (Mojó) esa vagina se hizo más fuerte (Más fuerte)
No vamos a decir ningún voto (Voto), ella no es cobarde (No)
La estoy follando profundo (Profundo), ella quiere ser mojada (Mojada, uh)
Ella está oliendo esa harina (Harina), nos volvemos locos durante horas (Skeet-skeet)
Ponte a jugar como jugador (Nosotros el jugador), quе el P se lo devora (P)
Lе dije a mi hermano, ""Ella lo nuestra"" (Ella lo nuestra, slatty)

Ya voy, mi chica, a la mierda, voy al cocodrilo Birkin el bebé (A la mierda)
No tomamos descansos, ella quiere follar todos los días
Tuve que parar, conseguir algunos Percs para esta dama
Vamos CC, haz que quiera volverse loca
La golpeé a Mercedes dentro de un Mercedes
Potencia esa P, te hizo estallar en lugares (P)
Le estoy dando la D, soy el D-boy, nena (Le estoy dando la D, soy el D-boy, nena)
Estoy en su tripa como un abdominal (Abdominal)
Dejo la polla como un traficante (Sí)
Dejé algunos bastidores, pague su alquiler (Alquiler)
Ella hace que esa pequeña vagina explote como un grano, estoy estacionando aquí en el centro (Sí)
Le digo, ""levántate"", ella va a limpiar todo el goteo, es por eso que actualicé su dentadura postiza (Por qué)
En su boca, enamorada de tus dientes

Ella quiere volverse viral (Viral), seguir follando durante horas (Horas)
Esa vagina tiene poder, esa vagina tiene poder
Ella se mojó en la ducha (Mojó) esa vagina se hizo más fuerte (Más fuerte)
No vamos a decir ningún voto (Voto), ella no es cobarde (No)
La estoy follando profundo (Profundo), ella quiere ser mojada (Mojada, uh)
Ella está oliendo esa harina (Harina), nos volvemos locos durante horas (Skeet-skeet)
Ponte a jugar como jugador (Nosotros el jugador), que el P se lo devora (P)
Le dije a mi hermano, ""Ella lo nuestra"" (Ella lo nuestra)

Ya voy, mi chica, olvida un cocodrilo Birkin, mi chica
Le muestro una lamida, ahora estás trabajando, mi chica
Me jodes, se siente personal, nena
Confía en mí, se está cerrando el círculo, mi chica
El guión en el Benz es virtual, nena
Ves en 3D de un Perky, mi chica
Ves en HOT fuera del 2C, mi chica
Escuché que quiere una pandilla, se vuelve espeluznante, mi chica
¿Cómo puedo preocuparme por bloquear con botones cuando los negros están aquí y las pistolas están ocupados?
¿Cómo no puedo ser el tema de discusión cuando los negros se enriquecieron al dejar mi gobierno?
¿Cómo puedes estar rockeando con un amigo? Las fotos que he visto, estoy como, ""Maldita sea, tuvo suerte""
Tómalo y lo dejo sin nada

Ella quiere volverse viral (Viral), seguir follando durante horas (Horas)
Esa vagina tiene poder, esa vagina tiene poder
Ella se mojó en la ducha (Mojó) esa vagina se hizo más fuerte (Más fuerte)
No vamos a decir ningún voto (Voto), ella no es cobarde (No)
La estoy follando profundo (Profundo), ella quiere ser mojada (Mojada, uh)
Ella está oliendo esa harina (Harina), nos volvemos locos durante horas (Skeet-skeet)
Ponte a jugar como jugador (Nosotros el jugador), que el P se lo devora (P)
Le dije a mi hermano, ""Ella lo nuestra"" (Ella lo nuestra, slatty)",False,4.0,Relationship Conflict,0,Hype Rap / Flex,Aggressive hype rap with braggadocio and explicit language.,Rap / Trap,0,Hype Rap / Flex,Aggressive hype rap with braggadocio and explicit language.,Rap / Trap,spotify,False,2022.0,1.0,brief
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, Moliy",0.87,523.0,-8.052,0,1,0.0602,433.0,2.07e-05,113.0,110.02,4,204764,spotify,"Kali Uchis
Her yerde dolarlar var
Dolarlar, dolarlar, evet
Dolarlar, dolarlar
Evet, bana bakıp duruyorsun (Neden bana bakıyorsun?)
Ne kadar süredir bilmiyorum

Önümde hiçbir engel yokmuş gibi hissediyorum
Üstümdeki tüm bu paralar bana şahane hissetiriyor
Range Rover'dayım, yarışıyorum
Ben ve sevgilin hala birlikteyiz
Konuşmak istemiyorum, dans, dans ediyorum
Sahte aşklara falan ihtiyacım yok
Hayır, yardıma falan da ihtiyacım yok
Zamanımın geleceğini biliyorum
Sadece ben ve yaratıcım
Para kazanacağım
Para kazanacağım
Dolarlar kazanacağım
Paramı alacağım, evet

Yolumdan çekilsene
Paramı alacağım, evet
Paramı almak istiyorum, evet
Sadece bana paramı ver
Yolumdan çekilsene
Paramı alacağım, evet
Paramı alacağım, evet
Sadece bana paramı ver

Partiyi çok seviyorum
Partiyi çok seviyorum
Partiyi çok seviyorum, vücudumu kontrol edemiyorum
O yüzden bu şarkı başladığında tüm planlarını iptal et
Dansımdan da aşikar değil mi, Michael Jackson gibi moonwalk yapıyorum

Vücudunu çok beğendim, vücudunu çok beğendim
Neden saklıyorsun ki anlamıyorum, seni arkamda görmek istiyorum
Biliyorsun, bana yalan söylemene gerek yok
Seni içimde hissetmek istiyorum
Tüm gün seni hayal ediyorum, seni bütün gece boyunca istiyorum
Ve yardıma ihtiyacım olmadığını biliyorsun
Sahte aşka ihtiyacım olmadığını da
Devamlı kameralarla çevrili bir sürtüğüm
Sadece birkaç insanın idare edebileceği bir sürtük
Ve çok tehlikeli olduğumu biliyormuş gibi yürüyorum
Sözlerim melek tozundan yapılmış gibi konuşuyorum
Kulağına birkaç dilde şeyler fısıldıyorum
İstediği şey, bebeğim, arkama öpücükler kondurman
Tüm gün boyunca birkaç yüz milyon öpücük yani
Bana zevk veren tek şey bu
Sana yaramaz şeyler yapmak istediğimi biliyorsun
Ve seni okşamalarımla yakmak istediğimi
Dilin vücudumun her yerinde
İşini bitirdiğinde, içimde kal
Dilin vücudumun her yerinde
Ve işini bitirdiğinde, içimde kal

Yolumdan çekilsene
Paramı alacağım, evet
Paramı almak istiyorum, evet
Sadece bana paramı ver
Yolumdan çekilsene
Paramı alacağım, evet
Paramı alacağım, evet
Sadece bana paramı ver

Partiyi çok seviyorum, vücudunu çok seviyorum
Yaramazlaşmak istiyorum, çok ateşli olduğunu düşünüyorum
Partide yavaşça dans ediyoruz
Ah evet, parayı bana getir
Miami'ye uçak bileti al, bebeğim, beni çıkar bu ülkeden
Neden aslan burcuymuş gibi davranmaya çalışıyorsun?
Sanki beni sevmiyormuş gibi, hadi ama
Sanki paranı bana harcamıyormuş gibi, sanki amımı yemiyormuş gibi

Sola doğru, sağa doğru, öne doğru, evet, evet, evet
Doğru olduğunu biliyorum, paralar artıyorsa, evet, evet, evet de",False,2.0,Boastful Rap Themes,10,Melodic Trap,Melodic trap featuring emotional lyrics and rap vocals.,Rap / Trap,10,Melodic Trap,Melodic trap featuring emotional lyrics and rap vocals.,Rap / Trap,cross,True,2021.0,1.0,sustained
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, Moliy",0.87,523.0,-8.052,0,1,0.0602,433.0,2.07e-05,113.0,110.02,4,204764,spotify,"Kali Uchis
Her yerde dolarlar var
Dolarlar, dolarlar, evet
Dolarlar, dolarlar
Evet, bana bakıp duruyorsun (Neden bana bakıyorsun?)
Ne kadar süredir bilmiyorum

Önümde hiçbir engel yokmuş gibi hissediyorum
Üstümdeki tüm bu paralar bana şahane hissetiriyor
Range Rover'dayım, yarışıyorum
Ben ve sevgilin hala birlikteyiz
Konuşmak istemiyorum, dans, dans ediyorum
Sahte aşklara falan ihtiyacım yok
Hayır, yardıma falan da ihtiyacım yok
Zamanımın geleceğini biliyorum
Sadece ben ve yaratıcım
Para kazanacağım
Para kazanacağım
Dolarlar kazanacağım
Paramı alacağım, evet

Yolumdan çekilsene
Paramı alacağım, evet
Paramı almak istiyorum, evet
Sadece bana paramı ver
Yolumdan çekilsene
Paramı alacağım, evet
Paramı alacağım, evet
Sadece bana paramı ver

Partiyi çok seviyorum
Partiyi çok seviyorum
Partiyi çok seviyorum, vücudumu kontrol edemiyorum
O yüzden bu şarkı başladığında tüm planlarını iptal et
Dansımdan da aşikar değil mi, Michael Jackson gibi moonwalk yapıyorum

Vücudunu çok beğendim, vücudunu çok beğendim
Neden saklıyorsun ki anlamıyorum, seni arkamda görmek istiyorum
Biliyorsun, bana yalan söylemene gerek yok
Seni içimde hissetmek istiyorum
Tüm gün seni hayal ediyorum, seni bütün gece boyunca istiyorum
Ve yardıma ihtiyacım olmadığını biliyorsun
Sahte aşka ihtiyacım olmadığını da
Devamlı kameralarla çevrili bir sürtüğüm
Sadece birkaç insanın idare edebileceği bir sürtük
Ve çok tehlikeli olduğumu biliyormuş gibi yürüyorum
Sözlerim melek tozundan yapılmış gibi konuşuyorum
Kulağına birkaç dilde şeyler fısıldıyorum
İstediği şey, bebeğim, arkama öpücükler kondurman
Tüm gün boyunca birkaç yüz milyon öpücük yani
Bana zevk veren tek şey bu
Sana yaramaz şeyler yapmak istediğimi biliyorsun
Ve seni okşamalarımla yakmak istediğimi
Dilin vücudumun her yerinde
İşini bitirdiğinde, içimde kal
Dilin vücudumun her yerinde
Ve işini bitirdiğinde, içimde kal

Yolumdan çekilsene
Paramı alacağım, evet
Paramı almak istiyorum, evet
Sadece bana paramı ver
Yolumdan çekilsene
Paramı alacağım, evet
Paramı alacağım, evet
Sadece bana paramı ver

Partiyi çok seviyorum, vücudunu çok seviyorum
Yaramazlaşmak istiyorum, çok ateşli olduğunu düşünüyorum
Partide yavaşça dans ediyoruz
Ah evet, parayı bana getir
Miami'ye uçak bileti al, bebeğim, beni çıkar bu ülkeden
Neden aslan burcuymuş gibi davranmaya çalışıyorsun?
Sanki beni sevmiyormuş gibi, hadi ama
Sanki paranı bana harcamıyormuş gibi, sanki amımı yemiyormuş gibi

Sola doğru, sağa doğru, öne doğru, evet, evet, evet
Doğru olduğunu biliyorum, paralar artıyorsa, evet, evet, evet de",False,2.0,Boastful Rap Themes,10,Melodic Trap,Melodic trap featuring emotional lyrics and rap vocals.,Rap / Trap,10,Melodic Trap,Melodic trap featuring emotional lyrics and rap vocals.,Rap / Trap,cross,True,2022.0,12.0,sustained
The Family Madrigal,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",594.0,628.0,-6.345,1,1,359.0,0.12,0.0,0.0582,141.391,4,257213,spotify,"Drawers!
Floors!
Doors!
Let's go!
This is our home, we've got every generation
So full of music, a rhythm of its own design
This is my family, a perfect constellation
So many stars and everybody gets to shine

Woah

Let's be clear, Abuela runs this show (Oh)

Woah

She led us here so many years ago (Oh)

Woah

And every year, our family blessings grow (Oh)

There's just a lot you simply got to know, so
Welcome to the Family Madrigal
The home of the Family Madrigal (We're on our way)
Where all thе people are fantastical and magical
I'm part of thе Family Madrigal


Oh my gosh, it's them!

What are the gifts?

I can't remember all the gifts

But I don't know who is who

Alright, alright, relax!

It is physically impossible to relax!

Tell us everything! What are your powers?

Just tell us what everyone can do!

And that's why coffee's for grown-ups

My tía Pepa
Her mood affects the weather
When she's unhappy
Well, the temperature gets weird

My tío Bruno

We don't talk about Bruno!

They say he saw the future
One day, he disappeared

Oh

And that's my mom Julieta, here's her deal (Oh)

Woah

The truth is she can heal you with a meal (Oh)

Woah

Her recipes are remedies for real (Oh)

If you're impressed, imagine how I feel

Mom!

Welcome to the Family Madrigal
The home of the Family Madrigal (Hey, coming through!)
I know it sounds a bit fantastical and magical
But I'm part of the Family Madrigal

Two guys fell in love 
with Family Madrigal
And now they're part of 
the Family Madrigal
So, yeah, Tío Félix married Pepa and my dad married Julieta
That's how Abuela became an 
Abuela Madrigal (Let's go, let's go!)

We swear to always help those around us
And earn the miracle that somehow found us
The town keeps growing, the world keeps turning
But work and dedication will keep the miracle burning
And each new generation must keep the miracle burning

Wait, who's a sister and who's a cousin?

There's so many people!

How do you keep 'em all straight?

Okay, okay, okay, okay

So many kids in our house, so let's turn the sound up
You know why? I think it's time for a grandkid round-up

Grandkid round-up

Cousin Dolores
Can hear a pin drop
Camilo shapeshifts
Antonio gets his gift today

My older sisters

Isabela and Luisa

One strong, one graceful
Perfect in every way

(
Isabela
) Grows a flower, the town goes wild
(
Isabela
) She's the perfect golden child
(
Luisa, Luisa, Luisa, Luisa
) And Luisa's super strong
The beauty and the brawn do no wrong

That's life in the Family Madrigal (Oh)
Now you know the Family Madrigal (Oh)
Where all the people are fantastical and magical (Oh)
That's who we are in the Family Madrigal

Adiós!
Ooh!

But what's your gift?

Ha!
[MIRABEL, 
TOWNSPEOPLE & TOWNSKIDS
]
Well, I gotta go, the life of a Madrigal (Oh)
But now you all know the Family Madrigal (Oh)
I never meant this to get autobiographical (Oh)
So just to review the Family Madrigal, let's go

But what about Mirabel?

It starts with Abuela, and then Tía Pepa, she handles the weather

But what about Mirabel?

My mom Julieta can make you feel better with just one arepa

But what about Mirabel?

My dad Agustín, well, he's accident-prone but he means well

But what about Mirabel?

Hey, you said you wanna know what everyone does, I got sisters and cousins and

Mirabel!

My primo Camilo won't stop until he makes you smile today

Mirabel!

My cousin Dolores can hear this whole chorus a mile away

Mirabel!

Look, it's Mister Mariano
Hey, you can marry my sister if you wanna
Between you and me, she's kind of a prima donna
Yo, I've said too much, and thank you, but I really gotta go!

Mirabel!

My family's amazing!

Mirabel!

And I'm in my family, so

Mirabel!

Well

Mirabel!",False,10.0,Explicit lyrics / Conflict,274,,,,Other,Other,Other,Other,spotify,False,2022.0,2.0,brief
Life Goes On,Oliver Tree,0.7,0.49,-5.187,1,0,76.0,186.0,0.0,117.0,79.982,4,161803,spotify,"Babe, you're too controlling
I’ma feed you to the wolves
When you get nasty, back at me
But, baby, don't distract me
I'm a goner, I lost her
Like why the hell you wanna
Play me that way? You’re bad, babe
You double-faced entendre

Life goes on and on and on and on and on and
On and on and on
On and on and on and on and on and
On and on and on
On and on and on and on and on and
On and on and on
On and on and on and on and on and
On and on and on

Babe, you best believe it
I'ma rip you up to pieces
I'm a lover, not a fighter
But I'll light this place on fire
I want it, I'm on it
But, babe, at least I'm honest
I get tired of explaining
As these seasons keep on changing

Life goes on and on and on and on and on and
On and on and on (Yeah, yeah, yeah, yeah)
On and on and on and on and on and
On and on and on (Yeah, yeah, yeah, yeah)
On and on and on and on and on and
On and on and on (Yeah, yeah, yeah, yeah)
On and on and on and on and on and
On and on and on (Yeah, yeah, yeah)

Work all day and then I wake up
Work all day and then I wake up
Work all day and then I wake up
Work all day (Yeah, yeah, yeah)
Work all day and then I wake up
Work all day and then I wake up
Work all day and then I wake up
Work all day

(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah)
No!",False,7.0,Nostalgia & Reflection,275,,,,Other,Other,Other,Other,spotify,False,2021.0,,sustained
Life Goes On,Oliver Tree,0.7,0.49,-5.187,1,0,76.0,186.0,0.0,117.0,79.982,4,161803,spotify,"Babe, you're too controlling
I’ma feed you to the wolves
When you get nasty, back at me
But, baby, don't distract me
I'm a goner, I lost her
Like why the hell you wanna
Play me that way? You’re bad, babe
You double-faced entendre

Life goes on and on and on and on and on and
On and on and on
On and on and on and on and on and
On and on and on
On and on and on and on and on and
On and on and on
On and on and on and on and on and
On and on and on

Babe, you best believe it
I'ma rip you up to pieces
I'm a lover, not a fighter
But I'll light this place on fire
I want it, I'm on it
But, babe, at least I'm honest
I get tired of explaining
As these seasons keep on changing

Life goes on and on and on and on and on and
On and on and on (Yeah, yeah, yeah, yeah)
On and on and on and on and on and
On and on and on (Yeah, yeah, yeah, yeah)
On and on and on and on and on and
On and on and on (Yeah, yeah, yeah, yeah)
On and on and on and on and on and
On and on and on (Yeah, yeah, yeah)

Work all day and then I wake up
Work all day and then I wake up
Work all day and then I wake up
Work all day (Yeah, yeah, yeah)
Work all day and then I wake up
Work all day and then I wake up
Work all day and then I wake up
Work all day

(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah)
No!",False,7.0,Nostalgia & Reflection,275,,,,Other,Other,Other,Other,spotify,False,2022.0,20.0,sustained
